links,names,followers,emerge_date
bandoum,bandoum,3907,7/2/2019
nitepunk,Nitepunk,10001,12/18/2016
umdotdot,um..,40123,9/22/2015
oolacile,Oolacile,49438,7/1/2015
jedwill1999,jedwill1999,1573,5/28/2020
neonixdub,NEONIX,14112,5/12/2015
grynpyret,Grynpyret,41070,10/24/2014
thefthproject,FROMTHEHEART,3384,12/29/2019
hvnsense,heavensense,2236,3/2/2018
jerryfolkmusic,Jerry Folk,132542,6/4/2016
equitycollective,Equity,13298,2/6/2019
sfamofficial,sfam,23386,2/16/2017
itstinyghost,tinyghost,2822,5/3/2017
deadbeatsrecords,Deadbeats,62374,11/20/2017
zedsdead,Zeds Dead,6012504,1/22/2012
spicyboisco,Spicy Bois 🌶️,22737,11/30/2018
myrne,MYRNE,68434,7/21/2016
slugwife,SLUG WIFE,17536,8/31/2017
domeofdoom,DOMEOFDOOM,5178,1/14/2017
stonesthrow,Stones Throw Records,247256,8/7/2012
prodnoyse,noyse.,1809,9/1/2019
imfromthesouth,South,583,8/24/2020
skythekyd,KydSky,417,5/19/2020
drajie,drajie,910,5/1/2020
kanyewest,Kanye West,1105083,4/2/2006
exp0,exp0,5369,4/8/2016
street_ritual,Street Ritual,25843,5/5/2016
officialvada,Vada,10654,10/8/2015
rillaforce,Rilla Force,12536,9/1/2016
magic_flowers,Magic Flowers,8105,8/17/2017
wearestereofox,Stereofox.com,17929,1/23/2017
michael_mason,michael mason,6430,6/20/2016
horizonlab,ROOFTOPS HORIZON,10106,7/16/2014
lophiile,lophiile,22443,9/4/2015
jupelife,Jupe,48038,3/29/2016
solasounds,Sola,19316,4/25/2016
rayvolpemusic,RAY VOLPE 🤖,96088,7/30/2014
wearewavedash,Wavedash,34290,3/6/2017
minnesota,Minnesota,151920,7/18/2011
nickraymondg,Thissongissick.com,773332,6/6/2014
reonvanger,Reon Vangèr,4967,5/16/2017
wayne_valentine,Wayne Valentine,11187,5/16/2018
nnuages,nuages,49915,6/8/2013
laire,laire,8546,2/18/2016
episcool,episcool,5188,6/12/2017
offplusodd,OFF N ODD,752,8/30/2020
uphoricet,Euphoric.Net,7436,2/9/2016
frequentaudio,Frequent,22037,10/12/2014
vorso,Vorso,17357,8/3/2017
halogenix,Halogenix,28372,3/30/2012
snuffysounds,snuffy,5786,4/7/2017
dontdieatwork,Dont Die At Work,8849,2/8/2016
adiidas,Adiidas,12531,5/7/2017
pigeon_hole,Pigeon Hole,21840,3/12/2015
mad-zach,Mad Zach,28128,2/24/2013
yunis,yunis,12217,11/27/2015
shadesmusicpage,Shades,16314,7/25/2018
frq_ncy,FRQ NCY,7997,7/28/2018
goodnaturesounds,Good Nature Collective,3701,9/1/2017
carlo_frick,carlo frick,2401,10/24/2017
cambotmusic,CAMBOT,4621,7/4/2016
prime-nightcult,PRIME,9418,10/31/2017
iamthys,Thys,19091,9/8/2017
joenoraa,joe nora,2994,7/4/2017
projectparadis,Project Paradis,9504,7/20/2019
t_h_r_p_y,THRPY ✅,16682,11/11/2018
elex_page,ELEX,8965,4/10/2017
kranesessions,SESSIONS,23398,1/6/2016
bobbyraps,BobbyRaps,41136,4/30/2014
redbull,Red Bull,98175,10/31/2013
mikosdagawd,MIKOS DA GAWD,39608,6/27/2016
galvamusic,galva,1449,3/7/2019
redactedtunes,redacted,4346,11/28/2017
kureimusic,KUREI,4342,1/28/2018
bass-music-network,Bass Music Network,2550,3/18/2018
crowncollectivetv,Crown Collective,5400,4/17/2016
peterkuli,peter kuli,21077,5/29/2018
zekebeats,ZEKE BEATS,38353,3/16/2019
alisonwonderland,Alison Wonderland,290685,10/30/2013
xtalsmusic,XTALS,4882,4/20/2018
scullionmusic,scullion,5715,9/11/2018
thenoiseunion,The Noise Union,2350249,4/18/2017
heklermusic,HEKLER,35137,7/28/2017
vonstorm,VON STORM,7843,6/16/2017
nbbeats,NxxxxxS,22080,12/7/2015
ryanhemsworth,Ryan Hemsworth,169635,1/30/2013
shhsecretsongs,Secret Songs,79411,12/31/2014
maxoelectronic,Maxo,27373,12/25/2013
ohthatkazuki,Kazukii,9098,12/20/2016
defsharp,defsharp,4083,11/23/2017
volantmusic,VOLANT,22625,12/17/2014
gemitunes,Gemi,4273,11/9/2019
myridmusic,MYRID,1575,5/25/2020
odiorecs,Odio Records,15340,7/19/2018
willhollimon,hollimon,2311,7/16/2018
noremxc,norémac,1098,10/26/2016
hati-hati,hati,30482,7/23/2015
zackvillere,zack villere,41156,10/31/2015
an_ty,AN TY,1459,1/30/2018
colson_xl,Colson XL,1914,10/18/2019
revenant-edm,Revenant,1910,9/22/2018
keenanmathias,Keenan Mathias,5037,9/4/2016
etherealfamily,eth,14663,11/8/2014
clinsane,CLIN,7669,6/14/2015
zaneschaffer,zane schaffer,4434,8/24/2017
unreleased-sam-g,unreleased sam g,12127,3/27/2016
farrahsounds,Farrah,2200,9/21/2018
paulineherr,Pauline Herr,4740,6/22/2019
sosusmusic,So Sus,7533,6/14/2018
houndtrack,HOUNDTRACK,1747,5/3/2018
teamlnchbx,LUNCH BOX,3663,4/26/2017
sptmbr-yngstr,sptmbr yngstr.,3869,2/16/2019
prodlasse,Lasse,1270,1/10/2020
churchhh,church.,841,11/22/2018
effin,Effin,20617,10/5/2018
engelwoodmusic,engelwood,58767,7/15/2016
melozed,Melo-Zed,20289,4/16/2014
i_d_magazine,i-D,218264,5/4/2016
mndsgn,Mndsgn,86177,3/18/2013
mt-marcy,mt. marcy,27342,6/14/2016
omarijazz,Omari Jazz,7086,2/7/2017
tobyschay,Toby Schay,2664,12/12/2018
sv1_earth,sv1,1881,9/3/2019
silvabeatss,Silva,8349,2/26/2017
oh-pryme_dehlda,O-Prime Delta,1408,5/30/2017
slowya_roll,slowya.roll,3371,1/20/2016
devinmorrison,Devin Morrison,9376,6/15/2017
majesticcasual,Majestic Casual,463492,7/25/2019
dirtychocolate,archived,30208,1/9/2015
letitallout,AT4G,2716,7/22/2017
phonon_music,phonon,9418,6/10/2019
infektdubstep,INFEKT,51181,1/23/2013
svddendeath,SVDDEN DEATH,105741,10/3/2016
subtronics,Subtronics,133131,5/5/2015
killthenoise,Kill The Noise,3700295,12/25/2011
eptic,EPTIC,195983,1/31/2012
maddubzmusic,MAD DUBZ,5213,7/9/2019
halcyonlv,Halcyon,7601,10/4/2020
herobust,Herobust,242514,1/9/2012
slphrrr,slphr,3233,9/15/2016
glance-s,Glances,2758,6/18/2018
whoskid,k?d,149212,4/29/2016
runthetrap,RUN THE TRAP,546198,3/13/2013
nghtmre,NGHTMRE,428624,3/25/2015
pointpoint,Point Point,99130,7/31/2014
tisoki,Tisoki,77363,12/26/2015
mrsuicidesheep,MrSuicideSheep,776930,9/4/2015
zachfarache,zach farache,29005,5/31/2016
dossyx,DossyX,2340,10/13/2018
aleph_sound,ALEPH,3500,4/28/2019
ekclemusic,Ekcle,9467,2/25/2017
alphapup,ALPHA PUP,36324,9/8/2016
nikpmusic,NIK P,3943,3/12/2019
alonmormusic,Alon Mor,21544,8/24/2014
jaspey,NastyNasty,36986,9/19/2010
sayerbass,Sayer,16393,5/12/2015
reso,Reso,77063,5/25/2010
disguisedcollective,Disguised Collective,1982,5/7/2019
b_z_k_t,bzkt.  (@bzkt93),15429,10/10/2017
hectorvae,Hector Vae,10938,10/13/2015
executionerdub,EXECUTIONER.,8872,1/2/2017
digitist,DIGITIST,16856,3/17/2016
bassweightrec,Bassweight Records,27729,3/13/2017
eliderp,eliderp,2856,3/25/2019
sinewavesurfers,Sine Wave Surfers 🌊,1641,6/8/2015
kayotimusic,kayoti,1468,10/3/2018
electrobro,electrobro,2514,11/14/2016
eyezic-music,eyezic.,2506,10/30/2018
gryfon1,gryfon,4952,12/31/2016
homeworksound,homework,2361,8/7/2016
prodlzr,lzr,6710,11/12/2016
supagucci,supagucci,6218,12/20/2015
navmusic,NAV,615514,2/7/2016
inouethesavage,Inoue-kun.,4644,8/28/2017
hankti,HNKT,4819,7/29/2016
repost,Repost,73656,8/11/2015
yungestbae,Yung Bae,108504,2/24/2015
chirashe,chirashe,3491,2/16/2018
mobilepro,MOBILE PRO,5567,10/24/2017
kingnamedsol,Kns.,6949,5/20/2015
max_wellsmusic,Max Wells,8081,12/9/2016
badrapper,Badrapper,26075,3/20/2018
kaempmusic,KÆMP,3093,7/26/2015
stucamusic,STUCA,18032,4/11/2018
memba,MEMBA,25944,11/26/2017
enschwayofficial,Enschway,43638,7/31/2016
twerlbeats,TWERL,21672,5/15/2016
dimmakrecords,Dim Mak Records,558837,1/18/2017
iamganz,GANZ,76857,5/9/2014
slumberjack,SLUMBERJACK,82950,5/23/2015
blankemusicau,Blanke,26079,3/12/2018
1788-l,1788-L,51815,3/9/2018
the_emperor,#NAME?,53433,5/3/2013
insomniacevents,INSOMNIAC,136913,5/25/2018
nittigritti,Nitti Gritti,66703,3/18/2017
confession,CONFESSION,133247,10/27/2017
nxstymusic,NXSTY,23252,8/2/2018
noiseprn,Noiseporn,10345,6/2/2017
robotaki,Robotaki,75147,12/7/2011
toofutureshop,Too Future.,152513,9/24/2015
too-future-mixes,Too Future Mixes,65177,9/2/2015
iamlick,LICK,19190,7/28/2018
luudeofficial,LUUDE,46419,2/17/2017
krischvn,KRISCHVN,14877,6/6/2018
official-rezz,REZZ,241028,10/15/2014
jackalproducer,jackal,107052,6/12/2013
just-a-gent,JUST A GENT,153861,3/11/2014
justatune,Just A Tune,36577,7/29/2016
saluteaut,salute,30267,9/23/2015
officialsnails,SNAILS,282705,1/15/2015
recordrecordparis,Record Record,20584,3/31/2015
bagew,BAGEW,18062,12/18/2020
sebastiankereti,IAMLOUD,24760,11/12/2015
paulmond,paul mond,23782,8/29/2017
duumu,Duumu,12159,9/12/2016
kasbomusic,Kasbo,133295,2/18/2015
snakehips-1,SNAKEHIPS,312389,7/28/2013
cosmosmidnight,Cosmo's Midnight,90587,2/19/2015
youngthugworld,Young Thug,998422,7/1/2014
808-louie,LOUIE,12804,5/19/2017
2seat,2seat,5441,5/20/2017
appetitesounds,appetite,30009,6/13/2015
bickleboy,Bickle,4064,8/30/2017
wave-racer,Wave Racer,147630,9/12/2013
voduz,VODUZ,10706,6/17/2014
uvboi,UV boi فوق بنفسجي,27558,4/1/2014
barelyalive,BARELY ALIVE,163500,2/26/2014
habstrakt,Habstrakt,127485,10/28/2016
oskimusic,Oski,47588,3/1/2016
jacku,Jack Ü,514405,9/28/2014
flosstradamus,Flosstradamus,5887990,8/18/2012
palpapalpa,palpa,1849,2/28/2014
binx808,Binx.,3549,6/18/2015
scharame,Scharame,2006,6/26/2020
uburdub,UBUR,38971,11/17/2016
phiso,Phiso,55642,6/8/2014
subject31,Subject 31,28720,9/7/2020
dr-ozi,Dr. Ozi,53599,6/9/2012
dukeandjones,Duke \u0026 Jones,18026,3/28/2018
riotville-records,Riotville Records,40466,7/14/2016
barongfamily,Barong Family,165780,3/18/2018
inrotationrecs,IN / ROTATION,55544,4/3/2018
mvrdauk,MVRDA,40735,8/23/2015
bossmanakirah,AKIRAH,28402,6/3/2013
jubdubs,jub dubs,16271,6/26/2015
savagesocietyrecords,Savage Society Records,22506,1/25/2016
blankfacedubstep,Blankface,26989,9/10/2014
deemed,Deemed,14849,6/13/2014
subfiltronik,SUBFILTRONIK,37156,12/26/2012
stijn-schrijber,styn,24538,11/23/2013
svgmaze,SVGMAZE,15855,2/16/2015
hukae,HUKAE,14662,9/21/2018
elizraofficial,Elizra,20404,6/24/2016
dj-ayonikz,AYONIKZ,16785,4/9/2016
mr-carmacks-secret-gems,Mr. Carmack's Secret Gems,59084,9/14/2014
bloodthinnerz,BloodThinnerz,27086,8/13/2014
samplifire,Samplifire,34538,2/1/2015
midnightasaurus,Midnight Tyrannosaurus™,125468,12/3/2013
algodubstep,ALGO,27774,3/5/2013
hauntastep,Haunta,16232,7/6/2013
nexu5dubstep,Nexu5,13007,10/17/2017
enterthevoyd,voyd,28641,2/19/2018
emilianwonk,EMILIAN WONK,26746,4/17/2016
trampa,Trampa,91215,2/13/2013
arcrux,ARCRUX,6099,6/15/2017
bukezfinezt,Bukez Finezt,50773,8/20/2016
korisound,Kori,3901,4/19/2017
oddprophet,Oddprophet,19364,10/26/2016
kompanymusic,Kompany,75613,3/11/2017
eliminatemusic,Eliminate*,76583,1/30/2015
trapmusic,Pantheon: Anarchy,718612,11/23/2015
twonkworld,TWONK,41110,4/25/2017
badklaat,BadKlaat,77596,7/8/2011
iamairwav,AIRWAV,50930,7/8/2015
lonemoon,lonemoon,17369,9/13/2015
rushdownrecs,Rushdown,22845,10/14/2016
aceaura,Ace Aura,18562,1/24/2015
controlfreakus,Control Freak,19040,9/17/2018
ookaymusic,Ookay,269658,12/11/2012
persesthetitan,PERSES,39947,3/17/2016
excision,Excision,556268,12/21/2010
invictousdubstep,Invictous,12007,4/14/2013
automhate,Automhate,13725,5/4/2018
why-seven,I7,7497,11/20/2018
thecaracalproject,The Caracal Project,7334,4/24/2019
molokaibass,MOLOKAI,5805,7/14/2019
misoyaramen,MeSo,23128,9/13/2018
voljum,voljum,3632,9/9/2018
yakz,YAKZ,34839,6/13/2017
daladubstep,DALA,8158,6/15/2017
punishmentmusic,Punishment.,6095,10/26/2016
obeydubstep,OBEY NL,15787,3/24/2013
dubloadz,Dubloadz,100221,1/11/2014
xaebor,XAEBOR,42451,2/17/2016
ivorydubz,IVORY,41256,5/7/2015
jphelpz,jPhelpz,99645,10/17/2012
bommer_dubstep,BOMMER.,50466,3/7/2013
prime-audio-1,Prime Audio,20687,7/6/2015
help7,HELP7,8793,8/5/2014
tokez_dubs,Tokez,7981,2/6/2013
definitiveus,Definitive,13960,6/21/2014
wobad,wobad.,7602,4/7/2014
50carrot-dubstep,50 Carrot,64200,5/7/2011
gentlemensclubuk,Gentlemens Club,44754,10/17/2017
enigmadubz,ENiGMA Dubz,55988,1/19/2021
duploc,duploc.com,23496,9/25/2015
dub-vs-dub,DUB VS DUB,5925,6/21/2015
killfeedmusic,KILL FEED,20553,3/24/2020
flix235,FLIX,21165,11/20/2016
halfblind,MOTUS.,14427,3/2/2015
chaimba-dubs,CHAIMBA,6351,3/25/2018
bewilderedproductions,Bewildered Productions,7904,3/22/2015
crowell,CROWELL,31693,7/21/2015
djalross,Al Ross,30937,9/30/2015
yunitbass,YUNIT.,5959,11/3/2018
saigga,SAIGGA,7546,2/12/2019
theofficialtrilla,TRILLA,10796,10/13/2018
actingdamage,Acting Damage,9898,9/1/2014
leliondub,Le Lion,18015,5/16/2014
bvssicmusic,BVSSIC,7942,1/30/2017
kadaverjongen,KADAVER,12985,8/29/2014
squnto,SQUNTO,75003,7/30/2011
facesplit,Facesplit,5714,5/13/2014
heshofficial,HE$H,58103,9/20/2015
sapboys,SapBoys,2323,1/17/2016
artistunionnoire,theartistunion.com,876049,8/16/2016
biertholet,Bertholet,4478,6/2/2015
monxxbeats,MONXX,133923,9/1/2015
dirtysnatcharecords,DirtySnatcha Records,48862,2/10/2016
iameugene,eugene,8841,8/9/2017
moleydubs,Moley,3782,12/20/2018
rickyxsan,Rickyxsan,68383,6/20/2015
spagheddy,SPAG HEDDY,201866,12/17/2011
firepowerrecs,Firepower Records,115875,3/9/2015
dubstep,Pantheon: Desolation,879194,3/3/2016
playmerecords,Play Me Records,108654,5/1/2017
reidspeed,Reid Speed,57283,10/13/2012
rekoil,REKOIL,32977,10/2/2013
ravacholmusic,RAVACHOL,13537,5/13/2017
smog,SMOG Records,47554,8/5/2013
blvksheepmusic,BLVK SHEEP,52000,5/27/2016
houndsx,HOUNDS,20805,12/3/2015
avancesounds,AVANCE,15226,6/26/2017
dillonfrancis,DILLONFRANCIS,6142787,9/4/2011
clockvice,𝐂𝐋𝐎𝐂𝐊𝐕𝐈𝐂𝐄,10962,10/21/2016
slanderofficial,SLANDER,367438,2/21/2015
topisl,Topi,20888,5/30/2017
somniumsound,somnium sound,21216,6/15/2017
moogdubz,MOOG,11609,6/24/2018
valentinokhan,Valentino Khan,205172,4/12/2012
brosafari,BRO SAFARI,381645,10/28/2011
iamscript,SCRIPT,16004,12/18/2016
tomthefreak,Tom The Freak,3585,1/4/2018
veermusic,Veer,4039,7/13/2020
phaseoneau,PhaseOne,100542,7/17/2014
sitezero,Site Zero,3138,12/2/2017
clprs,CLPR,5468,11/1/2016
yaridubz,YARIDAHMA,9257,5/26/2018
divisdubz,divis.,2874,9/21/2018
cybertr0nmusic,Cybertr0n,14670,3/15/2019
flickdubs,FLICK,11391,5/24/2017
riddim-network,Riddim Network,76457,4/8/2016
madcoredubstep,MADCORE,11126,8/6/2015
fullflexaudio,Full Flex Audio,9068,6/29/2016
vanfleet,Vanfleet,3627,12/4/2018
blacklight-audio,Blacklight Audio,9005,4/20/2015
monstersdub,MONSTERS / MONSTERS MUSIC,5843,9/2/2017
krondub,KRON,7924,5/10/2017
chibsdubstep,Chibs,33342,4/24/2016
krimma,Krimma,15349,7/2/2013
katch420,Katch,4510,11/22/2014
flaxdubz,FLaxDubz™,9543,5/8/2017
fugitives,FUGITIVES,7576,12/24/2015
coffi-music,Coffi,45248,12/2/2012
ar-the-bushmaster,AR the Bushmaster,8069,4/27/2014
gh0sh,Gh0sh,13044,3/18/2013
plazidproductions,PLAZID,12711,10/22/2013
ponicz,Ponicz,27449,4/28/2012
artix-nico-aguirre,ARTIX!™,26672,12/12/2017
wonxx,WONXX Promotions 🌐,57024,8/21/2016
senridubs,Senri,6438,3/22/2019
havoc-records,HAVOC,11954,8/13/2017
circusrecords,Circus Records Official,137861,9/24/2013
funtcaseuk,FuntCaseUK,102563,2/26/2013
aowlsound,AOWL,12341,7/17/2015
iamnuushi,NUU$HI,4379,4/4/2018
7inn7inn,7INN,7490,6/12/2019
jgdubz,JG DUBZ,7299,10/5/2017
calcium-dubs,CALCIUM,33262,2/18/2018
exploiteddubs,EXPLOIT,6804,2/26/2015
ranga_filth,RANGA',9279,3/22/2014
assaultmusic,assault.,1324,12/7/2017
psychodubstep,PSYCHO,4904,3/16/2017
nam7dubz,NAM7,6700,10/16/2013
dkkaydubz,DKKAY,4737,6/5/2020
benzmixerbassline,BENZMIXER!!!™,15505,12/31/2020
ripple,Ripple,4637,6/20/2014
defkorn,defkon,8566,6/19/2015
ddd-dubs,DDD,4654,5/31/2019
megalodon,MEGALODON,108933,6/13/2013
cannamusic,Canna,3096,6/20/2019
duffeey,Duffeey. [𝐍𝐆],8984,5/13/2016
wiggumdubs,WIGGUM,7462,6/15/2017
bonziuk,BONZI,3270,4/7/2014
raskoldubsteppadubz,RASKOL,5838,5/19/2015
ganon-music,GANON,19230,1/7/2016
spassfun,SPASS,9295,2/10/2017
saunterdubstep,Saunter,10923,9/3/2020
packback,PACKBACK,7921,4/13/2016
fayteofficial,Ｆａｙｔｅ,15985,2/27/2019
staynslovesyou,⚔️STAYNS⚔️,7279,5/28/2017
ectodubs,ECTO,18129,6/2/2017
drippy,Drippy,8859,12/11/2016
throwatantrum,tantrum,13465,5/2/2017
bundat,Bundat,7274,4/9/2014
lvdubz,lvdbz.,7745,6/21/2015
thegremlins,COAX/ THE GREMLIN/ DA FORCE,11386,5/31/2013
hollmusic,HOL!,10927,10/20/2019
thatboismith,smith.,20864,4/21/2016
p-h-e-x,// PHEX,6725,1/1/2015
p0gman,p0gman,56718,2/21/2014
trollphace,TrollPhace,87209,2/20/2013
chmstdubz,CHMST,21149,3/19/2015
coddmusic,CODD DUBZ,25851,4/3/2015
kozikdubz,KOZIK,9530,2/15/2015
ad_dubstepper,AD_MONSTERS,21162,10/29/2015
yukidubz,YUKI DUBZ,7401,11/26/2013
senodubz,SenoDubz,5221,4/2/2015
troy-griffiths,i-CON™,5143,3/26/2014
sledgedubs,SLEDGE💊{Akatsuki}🔪,6251,8/3/2015
martzdub,MARTZ_DUBZ,14767,12/7/2013
skenzdubz,SKENZ,16454,7/27/2016
glockzdubs,GLOCKZ,11718,10/15/2018
thejuizebox,Juize Box,2394,3/11/2019
shrqdubs,SHRQ 🦈,6780,11/29/2017
azabim,AZABIM,7345,9/15/2018
alphasquadron,Alpha Squadron,6105,3/1/2016
sulferdubstep,SULFER,5724,11/20/2016
symbioticdub,symbiotic,21019,11/3/2015
nacha_dubstep,Nacha,5860,7/24/2016
warnedstep,WARNED,10487,8/20/2018
flakzz,Flakzz,13342,8/28/2017
rakket,RAKKET,5409,11/10/2014
nightmareandoni,Nightmare \u0026 Oni [MONSTERS],5237,10/10/2012
666ryu,✡RYU✡,7837,10/12/2017
poklypz,POKLYPZ,6745,11/20/2015
swamp2dubstep,LOWER✘DUBS,6561,2/28/2017
bueg,bueg [ng],9640,6/12/2017
trentcastofficial,Trentcast,9181,4/13/2017
berrix,B͟E͟R͟Я͟I͟X͟,11832,12/2/2015
draco-dubstep,DRACO DUBZ,6462,7/27/2016
ayyofree,AY YO TRIP!,19058,4/10/2020
binxxdubz,BINXX,6372,2/24/2017
caseydubz,CASEY🍧 [KAIZOKU],3209,12/19/2017
clock04,Clock,4799,7/11/2017
ntdubstepper,NT_KAIZOKU,4056,2/21/2018
evangelo-maes,IVAN [KAIZOKU],2638,9/27/2018
suskidubz,SUSKI,4137,2/9/2017
s-tokes,STOKES (KAIZOKU),5075,6/21/2016
rough-records316,Rough Records,21152,1/27/2018
andyskitz,Curzed Beatz,5442,7/18/2011
rawtee,Rawtee,9198,8/2/2014
griefer_dubs,Griefer,7894,1/8/2016
kingdom-audio,KINGDOM AUDIO,3400,5/8/2017
kahlildubz,KAHLIL,8450,11/11/2012
severetunes,SEVERE,5640,2/17/2018
styndubs,styn dubs,6284,12/26/2015
lastlifemusic,Last Life,4414,1/22/2018
kleavrxtantrum,KLEAVR x TANTRUM,15397,2/9/2018
shadowphoenixnetwork,Shadow Phoenix,60427,3/29/2016
brikzdubz,BRIKZ 𝖘𝖍𝖆𝖒𝖆𝖓𝖘,8554,7/13/2016
id_dubs,ID,11657,7/16/2017
dirtysnatcha,DirtySnatcha,38497,4/20/2016
smalbmonsters,SMAL B,3695,12/15/2017
sander-werckx,WURCKX [KAIZOKU] ☠️,4563,6/13/2019
realm_records,REALM RECORDS,5125,3/26/2018
warlockdubstep,WARLOCK,3085,4/3/2018
mmxvmusic,BassX,118732,5/5/2016
malignant_music,Malignant,5699,7/29/2020
hurtbox,HURTBOX,4380,10/24/2019
blvnkspvce,BLVNKSPVCE,4035,12/31/2019
qwaston,qwaston,1746,1/28/2020
maahirbr,Maahir,2655,7/23/2020
cripg,CRIPPLINGG,3655,5/22/2020
motar-ecu,MOTAR,5641,2/7/2019
dubhubb,DubHub,9391,11/3/2017
theriddimproject,The Riddim Project,8136,11/8/2018
vonranz,VONRANZ,1445,2/18/2020
jandiofficial,JANDI,3807,2/8/2020
renzodubs,RENZO,3539,9/23/2019
versadubz,Versa,10581,11/27/2019
papakhanmusic,PAPA KHAN,8995,7/24/2019
ferradubstep,Ferra,3387,8/26/2014
minzo,Minzo [Monsters],6226,9/21/2013
ternionsound,Ternion Sound,13822,3/11/2018
deep-medi-musik,DEEP MEDi MUSIK,50753,3/3/2014
subcarbon,SubCarbon Records,37804,1/7/2017
inhuman_society,INHUMAN,55769,7/25/2015
damagedsounds,Damaged Sounds,12072,4/20/2015
creationofficial,Creation,16901,4/1/2014
dackjaniels,DackJaniels,49318,10/11/2014
cromatikdubstep,CROMATIK,12742,10/30/2017
answerd_dubz,Answerd,9863,7/12/2017
emoxx,EMOXX,12477,1/30/2015
getorix,Getorix [𝐍𝐆],10446,8/29/2015
weareskism,SKisM,149411,12/15/2010
d-jahsta,D-jahsta,44057,11/19/2011
mutantdubz,MUTANT,7169,7/27/2015
enimpa,ENIMPA,11691,3/27/2017
valk_dubstep,VALK,5301,5/31/2015
evoidmusic,EVOID,8153,2/13/2017
dobza,Dobza,5854,12/27/2018
margwa,MARGWA,6428,10/19/2017
railbreakers,RAILBREAKERS,9885,1/18/2021
metlad,METLAD,3290,10/27/2014
swayd,Swayd,10406,10/23/2014
zaita,ZAITA,9633,11/20/2014
uzzibadmen,UZZI,12476,12/31/2012
inf1n1temusic,INF1N1TE,47337,11/18/2013
sisto_official,SISTO,2836,3/28/2019
knoir,Knoir,2386,1/24/2018
nimdaofficial,NIMDA,7014,8/18/2016
savid_dubs,SaviD ™,6205,5/9/2014
mightyduckstep,MIGHTY DUCK,14669,1/23/2016
nostalgia,Nostalgia,26668,1/7/2013
12thplanet,12th Planet,188785,5/19/2013
emptyheadzmixhub,EmptyHeadz MixHub,2467,6/20/2019
meddubstep,MED,13317,8/13/2015
woodlockbe,Woodlock,13547,6/13/2016
l3mmy-dubz,L3MMY DUBZ,8658,5/17/2015
ironhidedubstep,Ironhide Dubstep,12356,12/29/2014
guillotineofficial,Guillotine,10126,5/15/2015
jiquidubstep,Jiqui,10795,4/3/2018
the_tryple,TRYPLE,25925,5/3/2015
crowsnest-3,Crowsnest Audio,16701,8/21/2015
brainsickrecords,Brainsick Records,2355,3/22/2020
datsik,Datsik,3759838,4/9/2012
voysol,Voysol,3307,4/16/2020
hedexuk,HEDEX,55909,4/7/2015
zubahatl,Zubah,11980,6/26/2014
gangsta-house-rowdy,GANGSTA HOUSE,43047,2/18/2016
the_widdler,The_Widdler,52932,5/12/2013
deepdarkdangerous,Deep Dark \u0026 Dangerous,39110,9/23/2016
truthdubstep,Truth,115854,2/1/2012
fatkidonfire,FatKidOnFire,34520,5/4/2016
subtleradio,Subtle,6811,12/17/2020
riotten,RIOT TEN,138452,10/6/2016
yookiemusic,YOOKiE,92114,8/6/2014
diontimmer,Dion Timmer,98027,1/18/2016
yugendubs,YUGEN,2244,1/19/2019
dumdumdubs,DUM DUM,1629,5/3/2020
snordubz,SNORDUBZ,3171,2/27/2017
reinelex,Reinelex Music,15442,10/5/2018
tengraphs,TenGraphs,10896,7/8/2016
zomboy,Zomboy,487477,10/23/2013
jauzofficial,JAUZ,483486,11/29/2014
badphazedubstep,BADPHAZE,10269,7/20/2014
laxxuk,LAXX,90665,2/26/2014
mattdoemusic,MATT DOE,9931,9/22/2018
carbin-official,CARBIN,46585,11/6/2016
toogenn,TOOG,7175,5/31/2016
solomandj,Soloman,27145,1/3/2015
fishydub,𝐹𝐼𝑆𝐻𝑌🌟,2127,6/16/2019
thedwarv,Dwarv,4007,5/12/2016
zettatunes,ZETTA,40071,4/2/2016
dsv-audio,DSV Audio,20181,6/11/2016
whalesfm,WHALES,85110,11/19/2015
kaiwachi,KAI WACHI,105381,9/26/2012
itshydraulix,Hydraulix,44548,7/9/2013
siskiyousound,SISKIYOU,7188,10/15/2015
padu-3,PADU,6724,5/17/2013
grexbeatz,G-REX,65788,12/10/2016
afkdubstep,afk,80161,12/26/2012
grym_dubz,GRYM,8826,2/8/2018
rejackmusic,REJACK,5259,5/8/2018
electrostepnetwork,Electrostep Network,233216,1/22/2015
kineticbeat,KINETIC,6461,11/2/2013
gangstahouserec,GANGSTA HOUSE RECORDS,62346,5/29/2017
l-a_e-m,LAEM,6948,8/1/2018
poisonuosdub,Poisonouz,6091,3/19/2018
delcherro,Delcherro,3351,7/24/2019
honcho312,H O N C H O //KAIZOKU//,2124,7/24/2019
